t, x_target_error, distance_to_target, tape_align_error, target_locked, left_tape_area, right_tape_area
4.100030, -5.000000, 0.000000, -4.500000, 1, 610.500000, 615.000000, 
4.200030, -5.000000, 0.004408, -5.000000, 1, 624.500000, 629.500000, 
4.300030, -5.000000, 0.025000, -2.000000, 1, 647.000000, 649.000000, 
4.400032, 2.000000, 0.075000, -668.500000, 1, 4.000000, 672.500000, 
4.500035, 2.000000, 0.075000, -668.500000, 1, 4.000000, 672.500000, 
4.600035, 2.000000, 0.075000, -668.500000, 1, 4.000000, 672.500000, 
4.700036, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
4.800038, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
4.900041, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.000041, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.100042, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.200042, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.300042, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.400042, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.500043, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.600045, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.700045, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.800045, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.900046, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.000047, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.100047, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.200048, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.300050, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.400050, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.500050, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.600051, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.700052, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.800054, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.900056, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.000057, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.100059, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.200059, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.300060, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.400060, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.500061, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.600062, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.700062, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.800063, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.900064, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.000065, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.100066, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.200066, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.300067, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.400067, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.500067, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.600069, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.700069, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.800071, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.900072, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.000074, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.100074, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.200076, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.300076, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.400076, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.500076, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.600077, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.700078, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.800080, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.900081, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
10.000083, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
