t, x_target_error, distance_to_target, tape_align_error, target_locked, left_tape_area, right_tape_area
0.100002, 12.000000, 5.036902, 3.500000, 0.000000, 55.000000, 51.500000, 
0.200002, 12.000000, 4.844400, 3.500000, 0.000000, 55.500000, 52.000000, 
0.300003, 12.000000, 4.862959, 5.000000, 0.000000, 57.000000, 52.000000, 
0.400005, 12.000000, 5.062665, 5.500000, 0.000000, 56.000000, 50.500000, 
0.500006, 12.000000, 4.862959, 4.000000, 0.000000, 56.000000, 52.000000, 
0.600007, 12.000000, 5.107010, 4.000000, 0.000000, 54.500000, 50.500000, 
0.700009, 12.000000, 5.107010, 4.000000, 0.000000, 54.500000, 50.500000, 
0.800010, 12.000000, 5.107010, 4.000000, 0.000000, 54.500000, 50.500000, 
0.900010, 12.000000, 4.862959, 4.000000, 0.000000, 56.000000, 52.000000, 
1.000010, 12.000000, 5.062665, 5.500000, 0.000000, 56.000000, 50.500000, 
1.100011, 12.000000, 4.904199, 2.500000, 0.000000, 54.500000, 52.000000, 
1.200011, 12.000000, 5.138731, -1.500000, 0.000000, 51.500000, 53.000000, 
1.300013, -3.000000, 5.400033, 0.000000, 0.000000, 49.500000, 49.500000, 
1.400015, -4.000000, 5.552010, 0.000000, 0.000000, 47.000000, 47.000000, 
1.500017, 10.000000, 5.608451, 2.000000, 0.000000, 42.500000, 40.500000, 
1.600017, -3.000000, 6.511383, 0.000000, 0.000000, 38.000000, 38.000000, 
1.700017, -3.000000, 6.801865, 0.000000, 0.000000, 36.000000, 36.000000, 
1.800017, -2.000000, 7.628293, 0.000000, 0.000000, 30.000000, 30.000000, 
1.900018, 31.000000, 8.012714, 1.000000, 0.000000, 25.000000, 24.000000, 
2.000020, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.100022, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.200023, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.300023, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.400023, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.500024, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.600025, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.700026, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.800026, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.900026, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.000027, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.100027, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.200027, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.300027, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.400029, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.500030, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.600031, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.700031, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.800033, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.900033, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.000033, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.100033, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.200033, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.300033, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.400034, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.500036, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.600036, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.700037, 32.000000, 8.012714, -2.500000, 0.000000, 20.500000, 23.000000, 
4.800038, 0.000000, 7.965690, 3.000000, 0.000000, 25.000000, 22.000000, 
4.900039, -22.000000, 7.913386, 0.000000, 0.000000, 27.500000, 27.500000, 
5.000041, 11.000000, 7.671789, -0.500000, 0.000000, 26.000000, 26.500000, 
5.100041, 11.000000, 7.628293, 2.000000, 0.000000, 28.500000, 26.500000, 
5.200043, 10.000000, 7.624829, 0.000000, 0.000000, 28.500000, 28.500000, 
5.300045, 10.000000, 7.236278, 0.000000, 0.000000, 27.500000, 27.500000, 
5.400045, -2.000000, 7.628293, 0.000000, 0.000000, 29.000000, 29.000000, 
5.500046, 6.000000, 7.125689, 0.500000, 0.000000, 30.000000, 29.500000, 
5.600046, -1.000000, 7.110384, 3.500000, 0.000000, 29.500000, 26.000000, 
5.700046, -11.000000, 7.121397, 7.000000, 0.000000, 32.000000, 25.000000, 
5.800047, -23.000000, 6.741727, 12.500000, 0.000000, 36.500000, 24.000000, 
5.900048, -32.000000, 6.823687, 10.000000, 0.000000, 37.500000, 27.500000, 
6.000050, -10.000000, 7.956237, 1.000000, 0.000000, 28.000000, 27.000000, 
6.100051, -33.000000, 6.714323, 10.500000, 0.000000, 39.000000, 28.500000, 
6.200051, -32.000000, 6.712589, 7.500000, 0.000000, 36.500000, 29.000000, 
6.300053, -33.000000, 6.757348, 8.500000, 0.000000, 36.500000, 28.000000, 
6.400054, -10.000000, 7.272636, 3.000000, 0.000000, 29.000000, 26.000000, 
6.500056, -10.000000, 7.885681, 4.000000, 0.000000, 29.000000, 25.000000, 
6.600056, -9.000000, 7.367799, 5.500000, 0.000000, 27.500000, 22.000000, 
6.700057, -10.000000, 7.110378, 4.500000, 0.000000, 28.500000, 24.000000, 
6.800059, -10.000000, 6.988463, 7.500000, 0.000000, 32.000000, 24.500000, 
6.900059, -10.000000, 6.924217, 6.500000, 0.000000, 32.500000, 26.000000, 
7.000060, -10.000000, 6.870058, 5.000000, 0.000000, 32.500000, 27.500000, 
7.100062, -11.000000, 6.388220, 5.000000, 0.000000, 36.000000, 31.000000, 
7.200062, -11.000000, 6.222322, 10.000000, 0.000000, 40.500000, 30.500000, 
7.300062, -12.000000, 6.271490, 3.000000, 0.000000, 36.000000, 33.000000, 
7.400062, -12.000000, 5.938253, 9.000000, 0.000000, 41.000000, 32.000000, 
7.500062, -13.000000, 5.663982, 12.000000, 0.000000, 44.500000, 32.500000, 
7.600064, -14.000000, 5.417795, 9.000000, 0.000000, 43.500000, 34.500000, 
7.700066, -14.000000, 5.446894, 14.000000, 0.000000, 49.000000, 35.000000, 
7.800066, -14.000000, 5.070430, 13.000000, 0.000000, 53.000000, 40.000000, 
7.900067, -15.000000, 4.752121, 12.500000, 0.000000, 56.000000, 43.500000, 
8.000067, -16.000000, 4.708338, 14.000000, 0.000000, 59.500000, 45.500000, 
8.100068, -16.000000, 4.383094, 14.500000, 0.000000, 62.500000, 48.000000, 
8.200070, -17.000000, 4.211867, 21.500000, 0.000000, 71.000000, 49.500000, 
8.300072, -18.000000, 4.161921, 19.500000, 0.000000, 72.500000, 53.000000, 
8.400072, -16.000000, 4.195823, 19.500000, 0.000000, 75.000000, 55.500000, 
8.500073, -12.000000, 4.343062, 20.500000, 0.000000, 73.000000, 52.500000, 
8.600074, -1.000000, 4.320219, 10.500000, 0.000000, 66.500000, 56.000000, 
8.700076, 17.000000, 4.374361, 0.000000, 0.000000, 64.000000, 64.000000, 
8.800076, 8.000000, 4.328135, -3.500000, 0.000000, 67.000000, 70.500000, 
8.900076, 0.000000, 4.328920, -15.500000, 0.000000, 53.500000, 69.000000, 
9.000076, 24.000000, 3.807746, -22.500000, 0.000000, 59.000000, 81.500000, 
9.100076, 44.000000, 3.764142, -32.000000, 0.000000, 60.500000, 92.500000, 
9.200076, 58.000000, 3.483551, -29.500000, 0.000000, 69.500000, 99.000000, 
9.300078, 58.000000, 3.514193, -35.500000, 0.000000, 65.000000, 100.500000, 
9.400078, 56.000000, 3.385945, -39.000000, 0.000000, 66.000000, 105.000000, 
9.500078, 56.000000, 3.446896, -44.500000, 0.000000, 65.000000, 109.500000, 
9.600078, 56.000000, 3.420165, -45.000000, 0.000000, 66.000000, 111.000000, 
9.700078, 56.000000, 3.459118, -48.500000, 0.000000, 65.500000, 114.000000, 
9.800080, 56.000000, 3.467554, -47.500000, 0.000000, 65.500000, 113.000000, 
9.900080, 56.000000, 3.420165, -45.000000, 0.000000, 66.000000, 111.000000, 
10.000083, 56.000000, 3.420165, -45.000000, 0.000000, 65.500000, 110.500000, 
