t, x_target_error, distance_to_target, tape_align_error, target_locked, left_tape_area, right_tape_area
2.700028, -1.000000, 3.199470, -12.000000, 1, 112.500000, 124.500000, 
2.800029, -1.000000, 2.965684, -15.000000, 1, 125.000000, 140.000000, 
2.900031, -1.000000, 2.744755, -16.500000, 1, 143.500000, 160.000000, 
3.000032, -1.000000, 2.523102, -17.000000, 1, 168.500000, 185.500000, 
3.100032, -1.000000, 2.276093, -16.000000, 1, 192.500000, 208.500000, 
3.200034, -1.000000, 2.109357, -25.000000, 1, 217.500000, 242.500000, 
3.300034, -1.000000, 1.906024, -36.500000, 1, 252.500000, 289.000000, 
3.400035, -1.000000, 1.747662, -39.500000, 1, 296.500000, 336.000000, 
3.500037, -1.000000, 1.578514, -47.500000, 1, 343.000000, 390.500000, 
3.600038, -2.000000, 1.447707, -49.500000, 1, 403.500000, 453.000000, 
3.700038, -1.000000, 1.301439, -69.000000, 1, 474.000000, 543.000000, 
3.800040, 7.000000, 1.176606, -604.000000, 1, 4.000000, 608.000000, 
3.900041, 6.000000, 1.179736, -629.500000, 1, 9.500000, 639.000000, 
4.000043, 5.000000, 1.265215, -632.500000, 1, 6.000000, 638.500000, 
4.100043, 3.000000, 1.268861, -668.500000, 1, 4.000000, 672.500000, 
4.200044, 3.000000, 1.268861, -668.500000, 1, 4.000000, 672.500000, 
4.300044, 43.000000, 10.000000, 0.000000, 1, 4.000000, 4.000000, 
4.400045, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
4.500045, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
4.600046, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
4.700047, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
4.800047, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
4.900049, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.000051, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.100052, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.200053, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.300055, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.400057, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.500057, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.600059, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.700060, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.800062, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.900064, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.000066, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.100067, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.200068, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.300069, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.400069, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.500071, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.600072, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.700072, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.800074, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.900074, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.000074, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.100074, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.200074, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.300074, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.400076, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.500076, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.600077, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.700079, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.800080, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.900082, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.000084, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.100085, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.200086, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.300086, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.400088, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.500089, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.600089, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.700091, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.800092, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.900092, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.000093, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.100093, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.200093, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.300094, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.400095, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.500095, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.600095, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.700096, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.800098, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.900100, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
10.000102, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
