t, x_target_error, distance_to_target, tape_align_error, target_locked, left_tape_area, right_tape_area
0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
0.200001, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
0.300001, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
0.400003, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
0.500004, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
0.600005, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
0.700006, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
0.800008, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
0.900008, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
1.000009, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
1.100010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
1.200010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
1.300012, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
1.400012, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
1.500012, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
1.600014, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
1.700016, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
1.800017, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
1.900018, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.000018, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.100020, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.200020, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.300020, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.400022, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.500022, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.600022, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.700024, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.800025, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.900026, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.000028, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.100029, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.200029, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.300029, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.400029, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.500030, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.600032, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.700033, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.800035, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.900037, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.000039, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.100039, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.200040, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.300040, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.400042, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.500042, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.600042, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.700042, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.800043, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
4.900043, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.000043, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.100043, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.200045, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.300047, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.400048, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.500049, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.600049, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.700051, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.800053, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.900053, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.000053, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.100055, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.200056, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.300058, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.400059, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.500061, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.600061, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.700063, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.800065, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.900065, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7.000066, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7.100066, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7.200067, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7.300069, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7.400069, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7.500069, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7.600070, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7.700071, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7.800073, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7.900074, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.000074, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.100074, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.200076, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.300078, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.400078, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.500078, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.600079, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.700080, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.800082, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.900084, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9.000085, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9.100087, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9.200089, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9.300089, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9.400091, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9.500093, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9.600095, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9.700096, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9.800096, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9.900096, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10.000096, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
