t, x_target_error, distance_to_target, tape_align_error, target_locked, left_tape_area, right_tape_area
3.700074, 18.000000, 5.974998, -13.000000, 1, 62.000000, 75.000000, 
3.750075, 18.000000, 5.974998, -13.000000, 1, 62.000000, 75.000000, 
3.800075, 18.000000, 5.725006, -13.500000, 1, 72.000000, 85.500000, 
3.850075, 18.000000, 5.725006, -13.500000, 1, 72.000000, 85.500000, 
3.900075, 24.000000, 5.325005, -12.500000, 1, 89.000000, 101.500000, 
3.950077, 24.000000, 5.325005, -12.500000, 1, 89.000000, 101.500000, 
4.000078, 31.000000, 4.941181, -10.000000, 1, 107.500000, 117.500000, 
4.050078, 31.000000, 4.941181, -10.000000, 1, 107.500000, 117.500000, 
4.100080, 34.000000, 4.594044, -13.500000, 1, 124.500000, 138.000000, 
4.150080, 34.000000, 4.594044, -13.500000, 1, 124.500000, 138.000000, 
4.200080, 36.000000, 3.961070, -30.000000, 1, 141.500000, 171.500000, 
4.250080, 36.000000, 3.961070, -30.000000, 1, 141.500000, 171.500000, 
4.300081, 29.000000, 3.816666, -28.000000, 1, 158.500000, 186.500000, 
4.350082, 29.000000, 3.816666, -28.000000, 1, 158.500000, 186.500000, 
4.400083, 28.000000, 3.483337, -29.000000, 1, 186.500000, 215.500000, 
4.450084, 28.000000, 3.483337, -29.000000, 1, 186.500000, 215.500000, 
4.500086, 28.000000, 3.186442, -30.500000, 1, 215.000000, 245.500000, 
4.550086, 28.000000, 3.186442, -30.500000, 1, 215.000000, 245.500000, 
4.600088, 31.000000, 2.859053, -45.500000, 1, 247.500000, 293.000000, 
4.650089, 31.000000, 2.859053, -45.500000, 1, 247.500000, 293.000000, 
4.700089, 34.000000, 2.604420, -47.500000, 1, 284.000000, 331.500000, 
4.750090, 34.000000, 2.604420, -47.500000, 1, 284.000000, 331.500000, 
4.800092, 33.000000, 2.355382, -61.000000, 1, 328.000000, 389.000000, 
4.850094, 33.000000, 2.355382, -61.000000, 1, 328.000000, 389.000000, 
4.900094, 33.000000, 2.090001, -64.000000, 1, 383.000000, 447.000000, 
4.950096, 33.000000, 2.090001, -64.000000, 1, 383.000000, 447.000000, 
5.000096, 37.000000, 1.880342, -81.000000, 1, 444.000000, 525.000000, 
5.050096, 37.000000, 1.880342, -81.000000, 1, 444.000000, 525.000000, 
5.100096, 36.000000, 1.671135, -81.500000, 1, 531.000000, 612.500000, 
5.150096, 36.000000, 1.671135, -81.500000, 1, 531.000000, 612.500000, 
5.200097, 35.000000, 1.492910, -96.500000, 1, 616.500000, 713.000000, 
5.250097, 35.000000, 1.492910, -96.500000, 1, 616.500000, 713.000000, 
5.300097, 31.000000, 1.313139, -95.500000, 1, 727.000000, 822.500000, 
5.350098, 31.000000, 1.313139, -95.500000, 1, 727.000000, 822.500000, 
5.400098, 26.000000, 1.085570, -76.000000, 1, 853.500000, 929.500000, 
5.450098, 26.000000, 1.085570, -76.000000, 1, 853.500000, 929.500000, 
5.500100, 24.000000, 0.927815, -80.000000, 1, 999.500000, 1079.500000, 
5.550101, 24.000000, 0.927815, -80.000000, 1, 999.500000, 1079.500000, 
5.600102, 20.000000, 0.838136, -64.000000, 1, 1116.500000, 1180.500000, 
5.650103, 20.000000, 0.838136, -64.000000, 1, 1116.500000, 1180.500000, 
5.700105, 16.000000, 0.687499, -27.500000, 1, 1353.500000, 1381.000000, 
5.750105, 16.000000, 0.687499, -27.500000, 1, 1353.500000, 1381.000000, 
5.800107, 17.000000, 0.564920, -39.000000, 1, 1499.000000, 1538.000000, 
5.850108, 17.000000, 0.564920, -39.000000, 1, 1499.000000, 1538.000000, 
5.900108, 17.000000, 0.431251, -22.500000, 1, 1726.500000, 1749.000000, 
5.950109, 17.000000, 0.431251, -22.500000, 1, 1726.500000, 1749.000000, 
6.000109, 18.000000, 0.309375, -16.500000, 1, 1892.500000, 1909.000000, 
6.050111, 18.000000, 0.309375, -16.500000, 1, 1892.500000, 1909.000000, 
6.100112, 19.000000, 0.192136, -25.500000, 1, 2084.500000, 2110.000000, 
6.150113, 19.000000, 0.192136, -25.500000, 1, 2084.500000, 2110.000000, 
6.200113, 34.000000, 0.105679, -2249.500000, 1, 2.000000, 2251.500000, 
6.250114, 34.000000, 0.105679, -2249.500000, 1, 2.000000, 2251.500000, 
6.300115, -52.000000, 0.054624, 0.000000, 1, 2.000000, 2.000000, 
6.350115, -52.000000, 0.054624, 0.000000, 1, 2.000000, 2.000000, 
6.400115, -52.000000, 0.054624, 0.000000, 1, 2.000000, 2.000000, 
6.450115, -52.000000, 0.054624, 0.000000, 1, 2.000000, 2.000000, 
6.500116, -70.000000, 0.021332, -5.000000, 1, 2.000000, 7.000000, 
6.550116, -70.000000, 0.021332, -5.000000, 1, 2.000000, 7.000000, 
6.600117, 49.000000, 0.108037, -2502.500000, 1, 2.000000, 2504.500000, 
6.650117, 49.000000, 0.108037, -2502.500000, 1, 2.000000, 2504.500000, 
6.700118, 49.000000, 0.171819, -2550.000000, 1, 2.000000, 2552.000000, 
6.750119, 49.000000, 0.171819, -2550.000000, 1, 2.000000, 2552.000000, 
6.800120, 51.000000, 0.262331, -2568.000000, 1, 2.000000, 2570.000000, 
6.850122, 51.000000, 0.262331, -2568.000000, 1, 2.000000, 2570.000000, 
6.900123, 55.000000, 0.417371, -2374.000000, 1, 4.000000, 2378.000000, 
6.950124, 55.000000, 0.417371, -2374.000000, 1, 4.000000, 2378.000000, 
7.000126, 55.000000, 0.417371, -2374.000000, 1, 4.000000, 2378.000000, 
7.050127, -101.000000, 0.417371, 0.000000, 1, 2.000000, 2.000000, 
7.100129, -101.000000, 0.417371, 0.000000, 1, 2.000000, 2.000000, 
7.150129, -101.000000, 0.417371, 0.000000, 1, 2.000000, 2.000000, 
7.200129, -101.000000, 0.417371, 0.000000, 1, 2.000000, 2.000000, 
7.250130, -100.000000, 0.417371, -2.000000, 1, 2.000000, 4.000000, 
7.300131, -100.000000, 0.417371, -2.000000, 1, 2.000000, 4.000000, 
7.350144, -104.000000, 6.923065, 0.000000, 1, 4.000000, 4.000000, 
7.400144, -104.000000, 6.923065, 0.000000, 1, 4.000000, 4.000000, 
7.450145, -87.000000, 6.923065, 1.500000, 1, 5.500000, 4.000000, 
7.500145, -87.000000, 6.923065, 1.500000, 1, 5.500000, 4.000000, 
7.550146, -82.000000, 6.923065, 0.000000, 1, 2.000000, 2.000000, 
7.600147, -82.000000, 6.923065, 0.000000, 1, 2.000000, 2.000000, 
7.650148, -82.000000, 6.923065, 0.000000, 1, 2.000000, 2.000000, 
7.700149, -82.000000, 6.923065, 0.000000, 1, 2.000000, 2.000000, 
7.750151, -80.000000, 8.000000, 9.000000, 1, 13.000000, 4.000000, 
7.800151, -80.000000, 8.000000, 9.000000, 1, 13.000000, 4.000000, 
7.850151, -83.000000, 8.000000, 3.500000, 1, 5.500000, 2.000000, 
7.900153, -83.000000, 8.000000, 3.500000, 1, 5.500000, 2.000000, 
7.950154, -78.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
8.000156, -78.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
8.050157, -81.000000, 8.000000, 0.000000, 1, 4.000000, 4.000000, 
8.100158, -81.000000, 8.000000, 0.000000, 1, 4.000000, 4.000000, 
8.150160, -82.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
8.200161, -82.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
8.250161, -83.000000, 8.000000, 2.000000, 1, 4.000000, 2.000000, 
8.300163, -83.000000, 8.000000, 2.000000, 1, 4.000000, 2.000000, 
8.350164, -110.000000, 8.000000, 2.000000, 1, 4.000000, 2.000000, 
8.400165, -110.000000, 8.000000, 2.000000, 1, 4.000000, 2.000000, 
8.450166, -82.000000, 8.000000, 0.000000, 1, 4.000000, 4.000000, 
8.500168, -82.000000, 8.000000, 0.000000, 1, 4.000000, 4.000000, 
8.550168, -91.000000, 8.000000, 2.000000, 1, 10.000000, 8.000000, 
8.600169, -91.000000, 8.000000, 2.000000, 1, 10.000000, 8.000000, 
8.650169, -88.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
8.700169, -88.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
8.750169, -93.000000, 8.000000, 2.000000, 1, 4.000000, 2.000000, 
8.800171, -93.000000, 8.000000, 2.000000, 1, 4.000000, 2.000000, 
8.850172, -85.000000, 8.000000, 2.000000, 1, 6.000000, 4.000000, 
8.900173, -85.000000, 8.000000, 2.000000, 1, 6.000000, 4.000000, 
8.950173, -74.000000, 8.000000, 0.000000, 1, 4.000000, 4.000000, 
9.000174, -74.000000, 8.000000, 0.000000, 1, 4.000000, 4.000000, 
9.050175, -110.000000, 8.000000, 11.000000, 1, 15.000000, 4.000000, 
9.100177, -110.000000, 8.000000, 11.000000, 1, 15.000000, 4.000000, 
9.150179, -108.000000, 8.000000, 2.000000, 1, 4.000000, 2.000000, 
9.200179, -108.000000, 8.000000, 2.000000, 1, 4.000000, 2.000000, 
9.250179, -80.000000, 8.000000, 2.000000, 1, 4.000000, 2.000000, 
9.300179, -80.000000, 8.000000, 2.000000, 1, 4.000000, 2.000000, 
9.350181, -76.000000, 8.000000, 5.000000, 1, 7.000000, 2.000000, 
9.400182, -76.000000, 8.000000, 5.000000, 1, 7.000000, 2.000000, 
9.450183, -78.000000, 8.000000, 2.000000, 1, 4.000000, 2.000000, 
9.500184, -78.000000, 8.000000, 2.000000, 1, 4.000000, 2.000000, 
9.550184, -92.000000, 8.000000, 9.000000, 1, 16.000000, 7.000000, 
9.600184, -92.000000, 8.000000, 9.000000, 1, 16.000000, 7.000000, 
9.650186, -93.000000, 8.000000, 15.500000, 1, 21.500000, 6.000000, 
9.700187, -93.000000, 8.000000, 15.500000, 1, 21.500000, 6.000000, 
9.750188, -109.000000, 8.000000, 0.000000, 1, 5.500000, 5.500000, 
9.800189, -109.000000, 8.000000, 0.000000, 1, 5.500000, 5.500000, 
9.850190, -91.000000, 8.000000, 0.000000, 1, 4.000000, 4.000000, 
9.900191, -91.000000, 8.000000, 0.000000, 1, 4.000000, 4.000000, 
9.950191, -84.000000, 8.000000, -12.500000, 1, 2.000000, 14.500000, 
10.000191, -84.000000, 8.000000, -12.500000, 1, 2.000000, 14.500000, 
