t, x_target_error, distance_to_target, tape_align_error, target_locked, left_tape_area, right_tape_area
8.200143, -52.000000, 8.000000, 0.500000, 1, 1.500000, 1.000000, 
8.250144, -52.000000, 8.000000, 0.500000, 1, 1.500000, 1.000000, 
8.300146, -52.000000, 8.000000, 0.500000, 1, 1.500000, 1.000000, 
8.350146, -52.000000, 8.000000, 0.500000, 1, 1.500000, 1.000000, 
8.400146, 11.000000, 1.377777, -24.000000, 1, 2.000000, 26.000000, 
8.450146, 11.000000, 1.377777, -24.000000, 1, 2.000000, 26.000000, 
8.500146, -83.000000, 8.000000, -2.000000, 1, 2.000000, 4.000000, 
8.550146, -83.000000, 8.000000, -2.000000, 1, 2.000000, 4.000000, 
8.600147, 84.000000, 8.000000, -2.000000, 1, 2.000000, 4.000000, 
8.650148, 84.000000, 8.000000, -2.000000, 1, 2.000000, 4.000000, 
8.700150, -78.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
8.750150, -78.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
8.800151, -78.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
8.850152, -78.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
8.900153, -78.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
8.950154, -78.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
9.000154, -84.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
9.050155, -84.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
9.100156, -84.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
9.150157, -84.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
9.200158, -84.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
9.250158, -84.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
9.300158, 97.000000, 8.000000, -2.000000, 1, 2.000000, 4.000000, 
9.350160, 97.000000, 8.000000, -2.000000, 1, 2.000000, 4.000000, 
9.400162, -78.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
9.450162, -78.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
9.500162, 96.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
9.550163, 96.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
9.600165, 96.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
9.650166, 96.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
9.700168, 96.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
9.750170, 96.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
9.800171, 96.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
9.850173, 96.000000, 8.000000, 0.000000, 1, 2.000000, 2.000000, 
9.900174, 13.000000, 1.277776, -42.500000, 1, 2.000000, 44.500000, 
9.950175, 13.000000, 1.277776, -42.500000, 1, 2.000000, 44.500000, 
10.000176, 92.000000, 8.000000, 23.500000, 1, 29.500000, 6.000000, 
