t, x_target_error, distance_to_target, tape_align_error, target_locked, left_tape_area, right_tape_area
7.400069, -30.000000, 2.806201, 44.500000, 1, 157.500000, 113.000000, 
7.500070, 20.000000, 3.180946, 0.000000, 1, 112.500000, 112.500000, 
7.600070, -13.000000, 3.388692, -20.000000, 1, 98.000000, 118.000000, 
7.700072, -17.000000, 3.762382, -30.500000, 1, 55.500000, 86.000000, 
7.800073, 3.000000, 3.661005, -32.500000, 1, 52.000000, 84.500000, 
7.900075, 5.000000, 3.738594, -36.000000, 1, 49.000000, 85.000000, 
8.000077, 4.000000, 3.691910, -36.500000, 1, 48.000000, 84.500000, 
8.100077, 4.000000, 3.818377, -34.500000, 1, 48.000000, 82.500000, 
8.200078, 4.000000, 3.710274, -29.500000, 1, 51.000000, 80.500000, 
8.300078, 4.000000, 3.709591, -30.000000, 1, 50.500000, 80.500000, 
8.400078, 4.000000, 3.719977, -32.500000, 1, 49.500000, 82.000000, 
8.500080, 4.000000, 3.777833, -29.000000, 1, 51.000000, 80.000000, 
8.600082, 4.000000, 3.749515, -33.500000, 1, 48.000000, 81.500000, 
8.700083, 4.000000, 3.644853, -31.500000, 1, 51.500000, 83.000000, 
8.800086, 4.000000, 3.645223, -39.000000, 1, 47.500000, 86.500000, 
8.900086, 4.000000, 3.560680, -39.500000, 1, 51.000000, 90.500000, 
9.000087, 4.000000, 3.511033, -40.500000, 1, 52.000000, 92.500000, 
9.100089, 3.000000, 3.482950, -37.000000, 1, 56.500000, 93.500000, 
9.200090, 4.000000, 3.501650, -40.500000, 1, 51.000000, 91.500000, 
9.300091, 4.000000, 3.498875, -40.000000, 1, 52.000000, 92.000000, 
9.400092, 4.000000, 3.532392, -34.500000, 1, 56.500000, 91.000000, 
9.500092, 4.000000, 3.533229, -38.500000, 1, 57.000000, 95.500000, 
9.600093, 4.000000, 3.351978, -42.000000, 1, 60.500000, 102.500000, 
9.700093, 4.000000, 3.173129, -48.000000, 1, 64.500000, 112.500000, 
9.800093, 4.000000, 3.011480, -47.500000, 1, 68.000000, 115.500000, 
9.900095, 4.000000, 2.939659, -56.500000, 1, 72.500000, 129.000000, 
10.000095, 4.000000, 2.761502, -66.000000, 1, 75.500000, 141.500000, 
