t, x_target_error, distance_to_target, tape_align_error, target_locked, left_tape_area, right_tape_area
5.300045, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.400046, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.500046, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.600047, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.700049, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
5.800050, -65.000000, 10.000000, 4.500000, 1, 8.500000, 4.000000, 
5.900052, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.000054, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.100056, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.200058, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.300059, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.400060, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.500060, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.600061, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.700061, -62.000000, 10.000000, 3.000000, 1, 7.000000, 4.000000, 
6.800062, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.900062, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.000063, -69.000000, 10.000000, 0.000000, 1, 4.000000, 4.000000, 
7.100065, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.200065, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.300066, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.400066, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.500067, -64.000000, 10.000000, 0.000000, 1, 4.000000, 4.000000, 
7.600069, -64.000000, 10.000000, 0.000000, 1, 4.000000, 4.000000, 
7.700070, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.800072, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.900073, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.000075, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.100075, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.200076, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.300076, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.400076, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.500077, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.600078, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.700078, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.800079, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.900081, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.000083, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.100084, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.200085, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.300085, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.400085, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.500086, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.600087, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.700089, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.800089, -64.000000, 10.000000, 0.000000, 1, 4.000000, 4.000000, 
9.900089, -64.000000, 10.000000, 0.000000, 1, 4.000000, 4.000000, 
10.000089, -64.000000, 10.000000, 0.000000, 1, 4.000000, 4.000000, 
