t, x_target_error, distance_to_target, tape_align_error, target_locked, left_tape_area, right_tape_area
5.600057, -1.000000, 0.443750, -11.000000, 1, 409.500000, 420.500000, 
5.700058, -1.000000, 0.394700, 2.500000, 1, 450.500000, 448.000000, 
5.800058, 5.000000, 0.256250, -491.000000, 1, 4.000000, 495.000000, 
5.900059, 4.000000, 0.156251, -549.500000, 1, 4.000000, 553.500000, 
6.000060, -1.000000, 0.059824, 12.500000, 1, 570.000000, 557.500000, 
6.100060, -1.000000, 0.025000, -1.000000, 1, 591.500000, 592.500000, 
6.200062, -1.000000, 0.120749, 11.500000, 1, 609.000000, 597.500000, 
6.300063, -10.000000, 0.217403, 560.500000, 1, 564.500000, 4.000000, 
6.400063, -52.000000, 4.250000, -10.500000, 1, 4.000000, 14.500000, 
6.500064, -52.000000, 4.250000, -10.500000, 1, 4.000000, 14.500000, 
6.600066, -52.000000, 4.250000, -10.500000, 1, 4.000000, 14.500000, 
6.700068, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.800069, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
6.900070, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.000070, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.100071, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.200072, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.300074, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.400075, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.500075, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.600075, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.700075, -42.000000, 4.500000, 0.000000, 1, 4.000000, 4.000000, 
7.800077, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
7.900077, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.000079, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.100081, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.200082, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.300084, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.400084, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.500085, -42.000000, 0.000000, 0.000000, 1, 4.000000, 4.000000, 
8.600086, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.700088, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.800090, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
8.900092, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.000093, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.100093, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.200094, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.300096, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.400097, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.500098, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.600099, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.700099, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.800099, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
9.900099, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
10.000099, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 
